index,split,image_name,image_path,mask_path
160,train,270.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\270.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\270.png
161,train,98.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\98.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\98.png
162,train,301.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\301.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\301.png
163,train,34.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\34.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\34.png
164,train,294.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\294.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\294.png
165,train,245.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\245.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\245.png
166,train,94.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\94.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\94.png
167,train,26.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\26.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\26.png
168,train,39.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\39.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\39.png
169,train,421.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\421.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\421.png
170,train,608.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\608.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\608.png
171,train,36.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\36.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\36.png
172,train,14.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\14.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\14.png
173,train,519.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\519.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\519.png
174,train,235.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\235.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\235.png
175,train,378.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\378.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\378.png
176,train,444.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\444.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\444.png
177,train,386.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\386.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\386.png
178,train,58.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\58.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\58.png
179,train,284.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\284.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\284.png
180,train,209.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\209.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\209.png
181,train,376.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\376.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\376.png
182,train,423.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\423.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\423.png
183,train,102.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\102.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\102.png
184,train,462.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\462.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\462.png
185,train,151.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\151.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\151.png
186,train,474.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\474.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\474.png
187,train,158.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\158.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\158.png
188,train,522.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\522.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\522.png
189,train,227.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\227.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\227.png
190,train,257.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\257.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\257.png
191,train,275.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\275.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\275.png
192,train,323.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\323.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\323.png
193,train,591.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\591.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\591.png
194,train,537.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\537.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\537.png
195,train,596.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\596.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\596.png
196,train,140.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\140.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\140.png
197,train,578.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\578.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\578.png
198,train,552.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\552.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\552.png
199,train,97.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\97.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\97.png
200,train,196.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\196.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\196.png
201,train,278.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\278.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\278.png
202,train,333.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\333.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\333.png
203,train,432.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\432.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\432.png
204,train,188.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\188.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\188.png
205,train,459.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\459.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\459.png
206,train,326.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\326.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\326.png
207,train,88.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\88.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\88.png
208,train,536.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\536.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\536.png
209,train,197.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\197.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\197.png
210,train,349.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\349.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\349.png
211,train,169.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\169.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\169.png
212,train,523.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\523.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\523.png
213,train,248.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\248.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\248.png
214,train,236.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\236.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\236.png
215,train,404.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\404.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\404.png
216,train,372.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\372.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\372.png
217,train,353.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\353.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\353.png
218,train,575.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\575.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\575.png
219,train,365.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\365.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\365.png
220,train,409.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\409.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\409.png
221,train,503.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\503.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\503.png
222,train,136.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\136.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\136.png
223,train,124.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\124.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\124.png
224,train,265.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\265.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\265.png
225,train,504.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\504.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\504.png
226,train,38.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\38.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\38.png
227,train,594.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\594.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\594.png
228,train,528.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\528.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\528.png
229,train,223.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\223.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\223.png
230,train,103.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\103.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\103.png
231,train,568.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\568.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\568.png
232,train,580.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\580.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\580.png
233,train,490.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\490.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\490.png
234,train,195.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\195.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\195.png
235,train,315.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\315.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\315.png
236,train,481.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\481.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\481.png
237,train,127.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\127.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\127.png
238,train,449.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\449.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\449.png
239,train,442.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\442.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\442.png
240,train,414.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\414.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\414.png
241,train,267.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\267.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\267.png
242,train,534.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\534.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\534.png
243,train,175.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\175.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\175.png
244,train,472.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\472.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\472.png
245,train,164.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\164.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\164.png
246,train,104.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\104.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\104.png
247,train,300.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\300.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\300.png
248,train,425.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\425.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\425.png
249,train,264.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\264.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\264.png
250,train,269.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\269.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\269.png
251,train,111.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\111.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\111.png
252,train,7.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\7.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\7.png
253,train,288.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\288.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\288.png
254,train,565.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\565.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\565.png
255,train,457.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\457.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\457.png
256,train,75.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\75.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\75.png
257,train,214.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\214.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\214.png
258,train,33.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\33.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\33.png
259,train,271.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\271.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\271.png
260,train,40.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\40.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\40.png
261,train,296.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\296.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\296.png
262,train,311.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\311.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\311.png
263,train,381.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\381.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\381.png
264,train,589.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\589.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\589.png
265,train,285.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\285.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\285.png
266,train,116.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\116.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\116.png
267,train,309.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\309.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\309.png
268,train,357.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\357.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\357.png
269,train,260.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\260.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\260.png
270,train,56.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\56.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\56.png
271,train,61.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\61.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\61.png
272,train,241.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\241.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\241.png
273,train,80.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\80.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\80.png
274,train,207.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\207.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\207.png
275,train,67.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\67.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\67.png
276,train,125.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\125.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\125.png
277,train,352.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\352.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\352.png
278,train,605.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\605.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\605.png
279,train,354.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\354.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\354.png
280,train,484.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\484.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\484.png
281,train,477.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\477.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\477.png
282,train,374.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\374.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\374.png
283,train,217.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\217.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\217.png
284,train,219.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\219.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\219.png
285,train,422.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\422.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\422.png
286,train,244.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\244.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\244.png
287,train,233.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\233.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\233.png
288,train,90.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\90.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\90.png
289,train,226.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\226.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\226.png
290,train,51.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\51.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\51.png
291,train,526.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\526.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\526.png
292,train,366.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\366.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\366.png
293,train,184.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\184.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\184.png
294,train,512.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\512.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\512.png
295,train,126.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\126.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\126.png
296,train,476.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\476.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\476.png
297,train,456.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\456.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\456.png
298,train,30.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\30.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\30.png
299,train,539.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\539.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\539.png
300,train,220.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\220.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\220.png
301,train,145.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\145.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\145.png
302,train,498.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\498.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\498.png
303,train,379.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\379.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\379.png
304,train,516.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\516.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\516.png
305,train,359.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\359.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\359.png
306,train,234.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\234.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\234.png
307,train,361.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\361.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\361.png
308,train,396.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\396.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\396.png
309,train,360.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\360.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\360.png
310,train,355.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\355.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\355.png
311,train,228.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\228.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\228.png
312,train,15.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\15.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\15.png
313,train,199.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\199.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\199.png
314,train,576.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\576.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\576.png
315,train,363.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\363.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\363.png
316,train,358.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\358.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\358.png
317,train,450.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\450.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\450.png
318,train,171.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\171.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\171.png
319,train,470.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\images\470.png,E:\pyproject\valueproject\poly_seg\datasets\cvc-clinicdb\masks\470.png
